Albums,Bio,Born,Born In,Dies,Listeners,Period,Similar Composers,Tags,Top Songs,composer,wiki
"['Enrique Granados - Granados - 12 Danzas Españolas', 'Enrique Granados - GRANADOS: Spanish Dances / Escenas Poeticas', 'Enrique Granados - The Artistry of Teresa Perez', 'Enrique Granados - GRANADOS: Escenas Poeticas / Azulejos / Oriental', 'Enrique Granados - GRANADOS: Escenas Romanticas / Allegro de concierto / Capricho espanol']","Enrique Granados (1867-1916) was a Spanish pianist and composer.  Granados was born on the 27th July, 1867 in Lérida, Spain to an officer in the Spanish army, and received his first musical instruction from an army bandmaster. Further studies in Barcelona with Jurnet (piano) and Pedrell (composition) prepared the young musician for a brief but highly influential stay in Paris (1887-1889), during which he worked under well-known Parisian pianist and teacher Charles de Bériot (son of the famous violinist of the same name). <a href=""https://www.last.fm/music/Enrique+Granados"">Read more on Last.fm</a>",27 July 1867,"Lleida, Lleida, Catalunya, Spain",24 March 1916 (aged 48),63515,Romantic,"['Isaac Albéniz', 'Joaquín Rodrigo', 'Manuel de Falla', 'Franz Liszt', 'Sergei Rachmaninoff']",[],"['Enrique Granados - Andaluza', 'Enrique Granados - Oriental', 'Enrique Granados - No. 5 Andantino quasi Allegretto', 'Enrique Granados - 12 Danzas espanolas, Op. 37: No. 10. Melancolica, ""Danza triste""', 'Enrique Granados - Spanish Dances (12), In 4 Volumes For Piano (also Arrangements), Op. 37, H. 142', 'Enrique Granados - Danza Espanola No. 5', 'Enrique Granados - Danza triste', 'Enrique Granados - No. 6 Rondella aragonsea: Allegretto poco a poco accelerando', 'Enrique Granados - Cancion de Margarita', 'Enrique Granados - Allegro de concierto, op. 46']",Enrique Granados,/wiki/Enrique_Granados
"['Ferruccio Busoni - Busoni: Piano Music, Vol. 7', 'Ferruccio Busoni - Claudius Tanski, Busoni: Piano Music', 'Ferruccio Busoni - Soundtrack ""Amour""', 'Ferruccio Busoni - Bach - Busoni - Beethoven', 'Ferruccio Busoni - Revolution for Cembalo']","Ferruccio Busoni (April 1, 1866 – July 27, 1924) was an Italian composer, pianist, music teacher and conductor.  The majority of Busoni's works are for the piano. Busoni's music is typically contrapuntally complex, with several melodic lines unwinding at once. Although his music is never entirely atonal in the Schoenbergian sense, his later works are often in indeterminate key. In the program notes for the premiere of his Sonatina seconda of 1912, Busoni calls the work senza tonalità (without tonality). <a href=""https://www.last.fm/music/Ferruccio+Busoni"">Read more on Last.fm</a>",1 April 1866,"Empoli, Firenze, Toscana, Italy",27 July 1924 (aged 58),18858,Romantic,"['Charles-Valentin Alkan', 'Leopold Godowsky', 'Николай Карлович Метнер', 'Max Reger', 'Kaikhosru Shapurji Sorabji']",[],"['Ferruccio Busoni - Busoni/Bach, J.S.: ""Ich ruf zu Dir, Herr Jesu Christ"", BWV 639', 'Ferruccio Busoni - Piano Sonatina No. 6 super Carmen, ""Kammerfantasie""', 'Ferruccio Busoni - Elegies BV 249: VII. Berceuse', 'Ferruccio Busoni - Toccatas, transcriptions (2) for piano in D minor & C major (BWV 564/565; BBGA 7/3), KiV B29', 'Ferruccio Busoni - Sonata No.2 In E Minor, Op.36a, BV 244: 3. Andante, più tosto grave', 'Ferruccio Busoni - Sonatina #1 (Busoni)', 'Ferruccio Busoni - Duettino concertante nach dem Finale von Mozarts Klavierkonzert K. 459', ""Ferruccio Busoni - Busoni: Ich ruf' zu dir (After Bach's chorale prelude, BWV 639), BV B27 No. 5"", 'Ferruccio Busoni - Vier Bagatellen, Pieces (4) For Violin & Piano, KiV 229, Op. 28', 'Ferruccio Busoni - Fantasia after J. S. Bach, BV 253']",Ferruccio Busoni,/wiki/Ferruccio_Busoni
"['Vasily Kalinnikov - Kalinnikov: Symphonies Nos. 1 And 2', 'Vasily Kalinnikov - (null)', 'Vasily Kalinnikov - Kalinnikov: Symphonies Nos. 1 & 2', 'Vasily Kalinnikov - Kalinnikov: Tsar Boris / Epic Poem / The Nymphs', 'Vasily Kalinnikov - Tranquillity - Voices Of Deep Calm']","This is mistagged for Vasily Sergeyevich Kalinnikov; it would help Last.fm if you could correct your tags. <a href=""https://www.last.fm/music/Vasily+Kalinnikov"">Read more on Last.fm</a>",13 January 1866,,11 January 1901 (aged 34),3244,Romantic,"['Reinhold Glière', 'Anton Arensky', 'Sergei Taneyev', 'Alexander Glazunov', 'Sergei Lyapunov']",[],"['Vasily Kalinnikov - Symphony No. 2 in A Major: II. Andante cantabile', 'Vasily Kalinnikov - Symphony No. 1 in G Minor: II. Andante commodamente', 'Vasily Kalinnikov - Symphony No. 1 in G Minor: I. Allegro moderato', 'Vasily Kalinnikov - Symphony No. 1 in G Minor: IV. Finale: Allegro moderato', 'Vasily Kalinnikov - Symphony No. 1 in G Minor: III. Scherzo: Allegro non troppo - Moderato assai', 'Vasily Kalinnikov - Symphony No. 2 in A Major: III. Allegro scherzando', 'Vasily Kalinnikov - Symphony No. 2 in A Major: I. Moderato', 'Vasily Kalinnikov - Symphony No. 2 in A Major: IV. Andante cantabile - Allegro vivo', 'Vasily Kalinnikov - Symphony no. 1', 'Vasily Kalinnikov - Hymn To The Mother Of God (Bogoroditse Devo)']",Vasily Kalinnikov,/wiki/Vasily_Kalinnikov
"['Jean Sibelius - Symphony No. 4, Luonnotar, Finlandia', 'Jean Sibelius - The Very Best of Sibelius', 'Jean Sibelius - karelia - Symphony no. 2 (Deutsche Grammophon)', 'Jean Sibelius - Symphony No.1 & Karelia Suite', 'Jean Sibelius - Sibelius: The Symphonies']","Jean Sibelius, born Johan Julius Christian Sibelius (8 December 1865 – 20 September 1957), was a Finnish composer and violinist of the late Romantic and early-modern periods. He is widely recognized as his country's greatest composer and, through his music, is often credited with having helped Finland to develop a national identity during its struggle for independence from Russia.  The core of his oeuvre is his set of seven symphonies, which, like his other major works <a href=""https://www.last.fm/music/Jean+Sibelius"">Read more on Last.fm</a>",8 December 1865,"Hämeenlinna, Kanta-Häme, Finland",20 September 1957 (aged 91),446511,Romantic,"['Johannes Brahms', 'Dmitri Shostakovich', 'Ralph Vaughan Williams', 'Anton Bruckner', 'Edvard Grieg']",[],"['Jean Sibelius - Finlandia', 'Jean Sibelius - Valse triste', 'Jean Sibelius - Finlandia, Op. 26', 'Jean Sibelius - Andante festivo', 'Jean Sibelius - Pellas et Mlisande', 'Jean Sibelius - Finale (Quasi Una Fantasia-Andante-Allegro Molto)', 'Jean Sibelius - Lemminkainen Suite, Op. 22: II. The Swan of Tuonela', 'Jean Sibelius - No. 4 Berger et bergerette (Shepherd and Shepherdess)', 'Jean Sibelius - The Oceanides, Op. 73', 'Jean Sibelius - Symphony No. 7 in C Major, Op. 105']",Jean Sibelius,/wiki/Jean_Sibelius
"['Alexander Glazunov - Glazunov: Seasons (The) / Violin Concerto', 'Alexander Glazunov - Glazunov : Symphony No.5 & The Seasons', 'Alexander Glazunov - Stephen Coombs, Glazunov: The Complete Piano Music - 1', 'Alexander Glazunov - 20th Century Classics: Glazunov', 'Alexander Glazunov - Glazunov, A.K.: Orchestral Works, Vol. 2 - the Kremlin / From the Middle Ages / Poeme Lyrique / Poeme Epique']","Александр Константинович Глазунов (Alexander Glazunov; 10th August 1865–21st March 1936) was a Russian composer and influential music teacher.  Glazunov was born in St Petersburg. He studied music under Nikolai Rimsky-Korsakov. The first of his nine symphonies was premiered in 1882, when Glazunov was sixteen years old. His popular ""Stenka Razin"" was also a youthful work. Glazunov also wrote three ballets.  In 1899, Glazunov became a professor at the St Petersburg School of Music, and later its director. <a href=""https://www.last.fm/music/Alexander+Glazunov"">Read more on Last.fm</a>",10 August 1865,"Sankt-Peterburg, Russian Federation",21 March 1936 (aged 70),28700,Romantic,"['Sergei Taneyev', 'Anton Arensky', 'Mily Balakirev', 'Цезарь Антонович Кюи', 'Adolphe Adam']",[],"[""Alexander Glazunov - Vremena goda, Op. 67: L'Automne: Petit Adagio"", 'Alexander Glazunov - ENTRACTE FROM RAYMONDA OP. 57', 'Alexander Glazunov - Rhapsodie Orientale, Op.29: 1. Andante', 'Alexander Glazunov - Glazunov : The Seasons Op.67 : XII Summer - Coda', 'Alexander Glazunov - Miniatures (3) For Piano, Op. 42', 'Alexander Glazunov - Chant du Ménestrel, Op.71', 'Alexander Glazunov - Mélodie, Op.20, No.1', 'Alexander Glazunov - Glazunov: The Seasons, Op. 67: I. Winter - Introduction (Andante)', 'Alexander Glazunov - Vremena goda, Op. 67: Spring: Scene', 'Alexander Glazunov - Poeme Lyrique, Op. 12']",Alexander Glazunov,/wiki/Alexander_Glazunov
"['Paul Dukas - DUKAS: Piano Sonata / Variations on a Theme of Rameau', 'Paul Dukas - Orchestral works / Cincinnati Symphony Orchestra, Jesus Lopez-Cobos', 'Paul Dukas - A Masterpiece Collection', 'Paul Dukas - 100 Best Film Classics', 'Paul Dukas - 99 Must-Have Halloween Classics']","Paul Dukas (1 October 1865 – 17 May 1935) was a French composer of classical music.  Dukas was born Paul Abraham Dukas in Paris to a Jewish family and studied, under Théodore Dubois and Ernest Guiraud among others, at the Conservatoire there, where he was a friend of Claude Debussy. After completing his studies he found work as an orchestrator and critic.  Although Dukas wrote a fair amount of music, he destroyed many of his pieces out of dissatisfaction with them, and only a few remain. <a href=""https://www.last.fm/music/Paul+Dukas"">Read more on Last.fm</a>",1 October 1865,"Paris, Île-de-France, France",17 May 1935 (aged 69),56994,Romantic,"['Jules Massenet', 'Gabriel Fauré', 'Anton Bruckner', 'Camille Saint-Saëns', 'Aaron Copland']",[],"[""Paul Dukas - The Sorcerer's Apprentice"", ""Paul Dukas - L'apprenti Sorcier"", 'Paul Dukas - Calme - un peu lent - tres soutenu', ""Paul Dukas - L'apprenti sorcier (The Sorcerer's Apprentice)"", 'Paul Dukas - Fantasia', 'Paul Dukas - Variation 10: Sans lenteur bien marque', ""Paul Dukas - The Sorcerer's Apprentice (excerpt)"", 'Paul Dukas - Variation 6: Modere', 'Paul Dukas - Variation 2: Assez vif tres rythme', 'Paul Dukas - Fanfare']",Paul Dukas,/wiki/Paul_Dukas
"['Carl Nielsen - Aladdin', 'Carl Nielsen - 6 Symphonies', 'Carl Nielsen - Nielsen: Complete Chamber Works for Winds', 'Carl Nielsen - Klassiskt A-O (The A To Z of Classical Music)', 'Carl Nielsen - NIELSEN: Aladdin Suite / Pan and Syrinx / Helios Overture']","Carl August Nielsen (9th June 1865–3rd October 1931) was a conductor, violinist, and the most internationally known composer from Denmark. He is especially admired for his six symphonies.  Nielsen was born one of twelve children in Sortelung, not far from the city of Odense. His father was a housepainter and amateur musician. Carl first discovered music by experimenting with the different sounds and pitches he heard when striking the logs in a pile of firewood behind his home. <a href=""https://www.last.fm/music/Carl+Nielsen"">Read more on Last.fm</a>",9 June 1865,"Funen, Region of Southern Denmark, Denmark",3 October 1931 (aged 66),78091,Romantic,"['Anton Bruckner', 'Dmitri Shostakovich', 'Jean Sibelius', 'Johannes Brahms', 'Ralph Vaughan Williams']",[],"['Carl Nielsen - Act Iii - March', 'Carl Nielsen - Act Iv - Andantino Maestoso', 'Carl Nielsen - Act Iii - Hindu Dance', 'Carl Nielsen - Act Ii - Gulnare And Aladdin (Love Scene)', 'Carl Nielsen - Act Ii - A Beautiful Square In Isfahan', 'Carl Nielsen - Moderen (The Mother), Op. 41, FS 94: Tagen letter (The Fog is lifting)', 'Carl Nielsen - Symphony 3 - II. Andante pastorale', 'Carl Nielsen - Symphony 1 - IV. Finale: Allegro con fuoco', 'Carl Nielsen - Symphony 4 - IV. Allegro', 'Carl Nielsen - Act V - The Struggle Between Hindbad And Aladdin']",Carl Nielsen,/wiki/Carl_Nielsen
"['Albéric Magnard - Magnard: Orchestral Works', 'Albéric Magnard - Magnard: Symphony No. 1 in C Minor / Symphony No. 3 in B-Flat Minor', 'Albéric Magnard - Magnard: Symphonies Nos. 1 & 2', 'Albéric Magnard - Magnard: Symphonies Nos. 3 & 4', 'Albéric Magnard - Magnard: Symphonies Nos. 2 and 4']","Lucien Denis Gabriel Albéric Magnard (born in Paris, June 9, 1865, died in Baron, Oise, September 3, 1914) was a French composer, sometimes referred to as the ""French Bruckner.""  The son of François Magnard, bestselling author and editor of Le Figaro, Albéric could have chosen to live the comfortable life his family's wealth afforded him. But he disliked being called ""fils du Figaro,"" and decided to have a career in music based entirely on his talent and without any help from family connections. <a href=""https://www.last.fm/music/Alb%C3%A9ric+Magnard"">Read more on Last.fm</a>",9 June 1865,"Paris, Île-de-France, France",3 September 1914 (aged 49),2434,Romantic,"['Anna Clyne', 'William Grant Still', 'Johan Svendsen', 'Gabriel Pierné', 'Charles Villiers Stanford']",[],"[""Albéric Magnard - Suite d'orchestre dans le style ancien, Op. 2: II. Sarabande. Mesto"", 'Albéric Magnard - Symphony No. 3 in B-Flat Minor, Op. 11: III. Pastorale. Modere', 'Albéric Magnard - Symphony No. 1 in C minor, Op. 4: IV. Molto energico', ""Albéric Magnard - Suite d'orchestre dans le style ancien, Op. 2: I. Française. Allegro giocoso"", 'Albéric Magnard - Symphony No. 3 in B-Flat Minor, Op. 11: II. Danses. Très vif', 'Albéric Magnard - Symphony No. 1 in C minor, Op. 4: III. Presto', 'Albéric Magnard - Symphony No. 1 in C minor, Op. 4: I. Strepitoso - Andante - Allegro marcato - Andante', 'Albéric Magnard - Symphony No. 4 in C-Sharp Minor, Op. 21: II. Vif', 'Albéric Magnard - Symphony No. 3 in B-Flat Minor, Op. 11: IV. Finale. Vif', 'Albéric Magnard - Symphony No. 1 In C Minor, Op. 4: II. Religioso. [Largo] - Andante - Largo']",Albéric Magnard,/wiki/Alb%C3%A9ric_Magnard
"['Richard Strauss - STRAUSS, R: Piano Sonata / 5 Piano Pieces / Stimmungsbilder', ""Richard Strauss - STRAUSS, R.: Also Sprach Zarathustra / Salome's Dance"", 'Richard Strauss - STRAUSS, R.: Don Quixote / Romance for Cello and Orchestra', 'Richard Strauss - Ariadne auf Naxos', 'Richard Strauss - Also Sprach Zarathustra']","Richard Strauss (11th June 1864 – 8th September 1949) was a German composer of the late Romantic era and early modern eras, particularly noted for his tone poems and operas which include Der Rosenkavalier and Salome; his lieder, especially his Four Last Songs; and his tone poems Death and Transfiguration, Till Eulenspiegel's Merry Pranks, Also sprach Zarathustra, An Alpine Symphony, and other orchestral works, such as Metamorphosen. Strauss was also a prominent conductor throughout Germany and Austria.  <a href=""https://www.last.fm/music/Richard+Strauss"">Read more on Last.fm</a>",11 June 1864,"Munich, Bayern, Germany",8 September 1949 (aged 85),374958,Romantic,"['Richard Wagner', 'Giuseppe Verdi', 'Gustav Mahler', 'Johannes Brahms', 'Giacomo Puccini']",[],"['Richard Strauss - Also Sprach Zarathustra', 'Richard Strauss - Romance for Cello and Orchestra, TrV 118', 'Richard Strauss - Introduction', 'Richard Strauss - Of Joys and Passions', 'Richard Strauss - IV. Traumerei (Reverie)', 'Richard Strauss - Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)', 'Richard Strauss - No. 4. Allegro molto', 'Richard Strauss - I. Allegro molto appassionato', 'Richard Strauss - I. Der Held (The Hero)', 'Richard Strauss - Also Sprach Zarathustra, Op.30: Prelude (Sonnenaufgang)']",Richard Strauss,/wiki/Richard_Strauss
"['Edward German - German: Nell Gwyn / Gipsy Suite / Henry Viii', 'Edward German - Edward German: Henry VIII – Incidental Music & Dances', 'Edward German - The Perfect Gardener', 'Edward German - Elizabethan Serenade: The Best of British Light Music', 'Edward German - GERMAN: Piano Works']","Sir Edward German (17 February 1862 – 11 November 1936) was an English musician and composer, best remembered for his extensive output of incidental music for the stage and as a successor to Arthur Sullivan in the field of English comic opera.  German was born German Edward Jones in Whitchurch, Shropshire, the second of five children. The son of a church organist, he began to study piano and organ with his father at the age of five. At the age of six <a href=""https://www.last.fm/music/Edward+German"">Read more on Last.fm</a>",17 February 1862,"Whitchurch, Shropshire, England, United Kingdom",11 November 1936 (aged 74),619,Romantic,"['Bill Worland', 'Eric Coates', 'Haydn Wood', 'Anthony Hedges', 'Alfred Reynolds']",[],"['Edward German - Tom Jones Waltz', 'Edward German - Nell Gwyn Suite: Pastoral Dance', 'Edward German - Coronation March and Hymn', 'Edward German - Orpheus with his lute', 'Edward German - Nell Gwyn Overture', 'Edward German - Welsh Rhapsody', 'Edward German - Nell Gwyn (Overture)', 'Edward German - Henry VIII – Incidental Music: Three Dances: V. Shepherds’ Dance', 'Edward German - Henry VIII – Incidental Music: Three Dances: IV. Morris Dance', 'Edward German - Henry VIII – Incidental Music: Three Dances: VI. Torch Dance']",Edward German,/wiki/Edward_German
